"","SpeciesChecked","Taxa","Group","LifeSpan","Database","Field","Unit","ecotype","OriginalName","phylum","class","order","family","genus","species","Taxonomic.Group","Ecosystem.Type"
"1086","Charadrius hiaticula","Charadrius hiaticula","Charadriiformes","20.83333333","amphibio","maximum_longevity_y","yrs","terrestrial","Charadrius hiaticula","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius hiaticula","Bird","terrestrial"
"1092","Charadrius montanus","Charadrius montanus","Charadriiformes","10","amphibio","maximum_longevity_y","yrs","terrestrial","Charadrius montanus","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius montanus","Bird","terrestrial"
"1093","Charadrius morinellus","Charadrius morinellus","Charadriiformes","11.83","amphibio","maximum_longevity_y","yrs","terrestrial","Charadrius morinellus","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius morinellus","Bird","terrestrial"
"1106","Charadrius vociferus","Charadrius vociferus","Charadriiformes","10.91666667","amphibio","maximum_longevity_y","yrs","terrestrial","Charadrius vociferus","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius vociferus","Bird","terrestrial"
"1115","Pluvialis apricaria","Pluvialis apricaria","Charadriiformes","12.8","amphibio","maximum_longevity_y","yrs","terrestrial","Pluvialis apricaria","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Pluvialis apricaria","Bird","terrestrial"
"1118","Pluvialis squatarola","Pluvialis squatarola","Charadriiformes","25.58333333","amphibio","maximum_longevity_y","yrs","terrestrial","Pluvialis squatarola","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Pluvialis squatarola","Bird","terrestrial"
"1143","Vanellus vanellus","Vanellus vanellus","Charadriiformes","24.5","amphibio","maximum_longevity_y","yrs","terrestrial","Vanellus vanellus","Chordata","Aves","Charadriiformes","Charadriidae","Vanellus","Vanellus vanellus","Bird","terrestrial"
"1173","Haematopus ostralegus","Haematopus ostralegus","Charadriiformes","43.33333333","amphibio","maximum_longevity_y","yrs","terrestrial","Haematopus ostralegus","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Haematopus ostralegus","Bird","terrestrial"
"1191","Chlidonias niger","Chlidonias niger","Charadriiformes","21","amphibio","maximum_longevity_y","yrs","terrestrial","Chlidonias niger","Chordata","Aves","Charadriiformes","Laridae","Chlidonias","Chlidonias niger","Bird","terrestrial"
"1200","Chroicocephalus ridibundus","Chroicocephalus ridibundus","Charadriiformes","63","amphibio","maximum_longevity_y","yrs","terrestrial","Chroicocephalus ridibundus","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus ridibundus","Bird","terrestrial"
"1207","Hydrocoloeus minutus","Hydrocoloeus minutus","Charadriiformes","20.91666667","amphibio","maximum_longevity_y","yrs","terrestrial","Hydrocoloeus minutus","Chordata","Aves","Charadriiformes","Laridae","Hydrocoloeus","Hydrocoloeus minutus","Bird","terrestrial"
"1208","Hydroprogne caspia","Hydroprogne caspia","Charadriiformes","30","amphibio","maximum_longevity_y","yrs","terrestrial","Hydroprogne caspia","Chordata","Aves","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia","Bird","terrestrial"
"1212","Ichthyaetus melanocephalus","Ichthyaetus melanocephalus","Charadriiformes","22.08333333","amphibio","maximum_longevity_y","yrs","terrestrial","Ichthyaetus melanocephalus","Chordata","Aves","Charadriiformes","Laridae","Ichthyaetus","Ichthyaetus melanocephalus","Bird","terrestrial"
"1215","Larus argentatus","Larus argentatus","Charadriiformes","49","amphibio","maximum_longevity_y","yrs","terrestrial","Larus argentatus","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus argentatus","Bird","terrestrial"
"1219","Larus cachinnans","Larus cachinnans","Charadriiformes","49","amphibio","maximum_longevity_y","yrs","terrestrial","Larus cachinnans","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus cachinnans","Bird","terrestrial"
"1220","Larus californicus","Larus californicus","Charadriiformes","30","amphibio","maximum_longevity_y","yrs","terrestrial","Larus californicus","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus californicus","Bird","terrestrial"
"1221","Larus canus","Larus canus","Charadriiformes","33.7","amphibio","maximum_longevity_y","yrs","terrestrial","Larus canus","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus canus","Bird","terrestrial"
"1223","Larus delawarensis","Larus delawarensis","Charadriiformes","31.8","amphibio","maximum_longevity_y","yrs","terrestrial","Larus delawarensis","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus delawarensis","Bird","terrestrial"
"1225","Larus fuscus","Larus fuscus","Charadriiformes","49","amphibio","maximum_longevity_y","yrs","terrestrial","Larus fuscus","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus fuscus","Bird","terrestrial"
"1232","Larus marinus","Larus marinus","Charadriiformes","29.16666667","amphibio","maximum_longevity_y","yrs","terrestrial","Larus marinus","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus marinus","Bird","terrestrial"
"1243","Leucophaeus pipixcan","Leucophaeus pipixcan","Charadriiformes","9.416666667","amphibio","maximum_longevity_y","yrs","terrestrial","Leucophaeus pipixcan","Chordata","Aves","Charadriiformes","Laridae","Leucophaeus","Leucophaeus pipixcan","Bird","terrestrial"
"1255","Rissa tridactyla","Rissa tridactyla","Charadriiformes","28.5","amphibio","maximum_longevity_y","yrs","terrestrial","Rissa tridactyla","Chordata","Aves","Charadriiformes","Laridae","Rissa","Rissa tridactyla","Bird","terrestrial"
"1261","Sterna dougallii","Sterna dougallii","Charadriiformes","25.7","amphibio","maximum_longevity_y","yrs","terrestrial","Sterna dougallii","Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna dougallii","Bird","terrestrial"
"1264","Sterna hirundo","Sterna hirundo","Charadriiformes","33","amphibio","maximum_longevity_y","yrs","terrestrial","Sterna hirundo","Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna hirundo","Bird","terrestrial"
"1265","Sterna paradisaea","Sterna paradisaea","Charadriiformes","34","amphibio","maximum_longevity_y","yrs","terrestrial","Sterna paradisaea","Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna paradisaea","Bird","terrestrial"
"1272","Sternula albifrons","Sternula albifrons","Charadriiformes","23.917","amphibio","maximum_longevity_y","yrs","terrestrial","Sternula albifrons","Chordata","Aves","Charadriiformes","Laridae","Sternula","Sternula albifrons","Bird","terrestrial"
"1285","Thalasseus sandvicensis","Thalasseus sandvicensis","Charadriiformes","30.8","amphibio","maximum_longevity_y","yrs","terrestrial","Thalasseus sandvicensis","Chordata","Aves","Charadriiformes","Laridae","Thalasseus","Thalasseus sandvicensis","Bird","terrestrial"
"1291","Himantopus himantopus","Himantopus himantopus","Charadriiformes","12.16666667","amphibio","maximum_longevity_y","yrs","terrestrial","Himantopus himantopus","Chordata","Aves","Charadriiformes","Recurvirostridae","Himantopus","Himantopus himantopus","Bird","terrestrial"
"1294","Himantopus mexicanus","Himantopus mexicanus","Charadriiformes","19.1","amphibio","maximum_longevity_y","yrs","terrestrial","Himantopus mexicanus","Chordata","Aves","Charadriiformes","Recurvirostridae","Himantopus","Himantopus mexicanus","Bird","terrestrial"
"1298","Recurvirostra avosetta","Recurvirostra avosetta","Charadriiformes","27.83333333","amphibio","maximum_longevity_y","yrs","terrestrial","Recurvirostra avosetta","Chordata","Aves","Charadriiformes","Recurvirostridae","Recurvirostra","Recurvirostra avosetta","Bird","terrestrial"
"1303","Actitis hypoleucos","Actitis hypoleucos","Charadriiformes","14.5","amphibio","maximum_longevity_y","yrs","terrestrial","Actitis hypoleucos","Chordata","Aves","Charadriiformes","Scolopacidae","Actitis","Actitis hypoleucos","Bird","terrestrial"
"1304","Actitis macularius","Actitis macularius","Charadriiformes","12","amphibio","maximum_longevity_y","yrs","terrestrial","Actitis macularius","Chordata","Aves","Charadriiformes","Scolopacidae","Actitis","Actitis macularius","Bird","terrestrial"
"1306","Arenaria interpres","Arenaria interpres","Charadriiformes","21.41666667","amphibio","maximum_longevity_y","yrs","terrestrial","Arenaria interpres","Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria","Arenaria interpres","Bird","terrestrial"
"1308","Bartramia longicauda","Bartramia longicauda","Charadriiformes","8.916666667","amphibio","maximum_longevity_y","yrs","terrestrial","Bartramia longicauda","Chordata","Aves","Charadriiformes","Scolopacidae","Bartramia","Bartramia longicauda","Bird","terrestrial"
"1311","Calidris alpina","Calidris alpina","Charadriiformes","28.834","amphibio","maximum_longevity_y","yrs","terrestrial","Calidris alpina","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris alpina","Bird","terrestrial"
"1313","Calidris canutus","Calidris canutus","Charadriiformes","26.66666667","amphibio","maximum_longevity_y","yrs","aquatic","Calidris canutus","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris canutus","Bird","aquatic"
"1321","Calidris minutilla","Calidris minutilla","Charadriiformes","16","amphibio","maximum_longevity_y","yrs","terrestrial","Calidris minutilla","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris minutilla","Bird","terrestrial"
"1326","Calidris temminckii","Calidris temminckii","Charadriiformes","12.91666667","amphibio","maximum_longevity_y","yrs","terrestrial","Calidris temminckii","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris temminckii","Bird","terrestrial"
"1336","Gallinago gallinago","Gallinago gallinago","Charadriiformes","18.2","amphibio","maximum_longevity_y","yrs","terrestrial","Gallinago gallinago","Chordata","Aves","Charadriiformes","Scolopacidae","Gallinago","Gallinago gallinago","Bird","terrestrial"
"1350","Limicola falcinellus","Limicola falcinellus","Charadriiformes","6.833333333","amphibio","maximum_longevity_y","yrs","terrestrial","Limicola falcinellus","Chordata","Aves","Charadriiformes","Scolopacidae","Limicola","Limicola falcinellus","Bird","terrestrial"
"1352","Limnodromus scolopaceus","Limnodromus scolopaceus","Charadriiformes","13.3","amphibio","maximum_longevity_y","yrs","terrestrial","Limnodromus scolopaceus","Chordata","Aves","Charadriiformes","Scolopacidae","Limnodromus","Limnodromus scolopaceus","Bird","terrestrial"
"1356","Limosa lapponica","Limosa lapponica","Charadriiformes","33.08333333","amphibio","maximum_longevity_y","yrs","aquatic","Limosa lapponica","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","Limosa lapponica","Bird","aquatic"
"1357","Limosa limosa","Limosa limosa","Charadriiformes","23.58333333","amphibio","maximum_longevity_y","yrs","terrestrial","Limosa limosa","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","Limosa limosa","Bird","terrestrial"
"1358","Lymnocryptes minimus","Lymnocryptes minimus","Charadriiformes","12.33333333","amphibio","maximum_longevity_y","yrs","terrestrial","Lymnocryptes minimus","Chordata","Aves","Charadriiformes","Scolopacidae","Lymnocryptes","Lymnocryptes minimus","Bird","terrestrial"
"1359","Numenius americanus","Numenius americanus","Charadriiformes","10","amphibio","maximum_longevity_y","yrs","terrestrial","Numenius americanus","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Numenius americanus","Bird","terrestrial"
"1360","Numenius arquata","Numenius arquata","Charadriiformes","31.83333333","amphibio","maximum_longevity_y","yrs","aquatic","Numenius arquata","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Numenius arquata","Bird","aquatic"
"1364","Numenius phaeopus","Numenius phaeopus","Charadriiformes","16.1","amphibio","maximum_longevity_y","yrs","terrestrial","Numenius phaeopus","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Numenius phaeopus","Bird","terrestrial"
"1368","Phalaropus lobatus","Phalaropus lobatus","Charadriiformes","9.917","amphibio","maximum_longevity_y","yrs","terrestrial","Phalaropus lobatus","Chordata","Aves","Charadriiformes","Scolopacidae","Phalaropus","Phalaropus lobatus","Bird","terrestrial"
"1370","Philomachus pugnax","Philomachus pugnax","Charadriiformes","13.91666667","amphibio","maximum_longevity_y","yrs","terrestrial","Philomachus pugnax","Chordata","Aves","Charadriiformes","Scolopacidae","Philomachus","Philomachus pugnax","Bird","terrestrial"
"1374","Scolopax minor","Scolopax minor","Charadriiformes","20.9","amphibio","maximum_longevity_y","yrs","terrestrial","Scolopax minor","Chordata","Aves","Charadriiformes","Scolopacidae","Scolopax","Scolopax minor","Bird","terrestrial"
"1377","Scolopax rusticola","Scolopax rusticola","Charadriiformes","20.75","amphibio","maximum_longevity_y","yrs","terrestrial","Scolopax rusticola","Chordata","Aves","Charadriiformes","Scolopacidae","Scolopax","Scolopax rusticola","Bird","terrestrial"
"1380","Tringa erythropus","Tringa erythropus","Charadriiformes","8.6","amphibio","maximum_longevity_y","yrs","terrestrial","Tringa erythropus","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa erythropus","Bird","terrestrial"
"1381","Tringa flavipes","Tringa flavipes","Charadriiformes","4.8","amphibio","maximum_longevity_y","yrs","terrestrial","Tringa flavipes","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa flavipes","Bird","terrestrial"
"1382","Tringa glareola","Tringa glareola","Charadriiformes","11.6","amphibio","maximum_longevity_y","yrs","terrestrial","Tringa glareola","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa glareola","Bird","terrestrial"
"1386","Tringa nebularia","Tringa nebularia","Charadriiformes","24.417","amphibio","maximum_longevity_y","yrs","terrestrial","Tringa nebularia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa nebularia","Bird","terrestrial"
"1387","Tringa ochropus","Tringa ochropus","Charadriiformes","11.5","amphibio","maximum_longevity_y","yrs","terrestrial","Tringa ochropus","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa ochropus","Bird","terrestrial"
"1390","Tringa stagnatilis","Tringa stagnatilis","Charadriiformes","7.1","amphibio","maximum_longevity_y","yrs","terrestrial","Tringa stagnatilis","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa stagnatilis","Bird","terrestrial"
"1391","Tringa totanus","Tringa totanus","Charadriiformes","26.91666667","amphibio","maximum_longevity_y","yrs","aquatic","Tringa totanus","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa totanus","Bird","aquatic"
"1396","Stercorarius longicaudus","Stercorarius longicaudus","Charadriiformes","22","amphibio","maximum_longevity_y","yrs","terrestrial","Stercorarius longicaudus","Chordata","Aves","Charadriiformes","Stercorariidae","Stercorarius","Stercorarius longicaudus","Bird","terrestrial"
"1398","Stercorarius parasiticus","Stercorarius parasiticus","Charadriiformes","31.1","amphibio","maximum_longevity_y","yrs","terrestrial","Stercorarius parasiticus","Chordata","Aves","Charadriiformes","Stercorariidae","Stercorarius","Stercorarius parasiticus","Bird","terrestrial"
"1400","Stercorarius skua","Stercorarius skua","Charadriiformes","34.5","amphibio","maximum_longevity_y","yrs","terrestrial","Stercorarius skua","Chordata","Aves","Charadriiformes","Stercorariidae","Stercorarius","Stercorarius skua","Bird","terrestrial"
"1425","Ciconia ciconia","Ciconia ciconia","Ciconiiformes","48","amphibio","maximum_longevity_y","yrs","terrestrial","Ciconia ciconia","Chordata","Aves","Ciconiiformes","Ciconiidae","Ciconia","Ciconia ciconia","Bird","terrestrial"
"1436","Mycteria americana","Mycteria americana","Ciconiiformes","27","amphibio","maximum_longevity_y","yrs","terrestrial","Mycteria americana","Chordata","Aves","Ciconiiformes","Ciconiidae","Mycteria","Mycteria americana","Bird","terrestrial"
"1470","Columba livia","Columba livia","Columbiformes","35","amphibio","maximum_longevity_y","yrs","terrestrial","Columba livia","Chordata","Aves","Columbiformes","Columbidae","Columba","Columba livia","Bird","terrestrial"
"1472","Columba oenas","Columba oenas","Columbiformes","12.6","amphibio","maximum_longevity_y","yrs","terrestrial","Columba oenas","Chordata","Aves","Columbiformes","Columbidae","Columba","Columba oenas","Bird","terrestrial"
"1476","Columba palumbus","Columba palumbus","Columbiformes","17.66666667","amphibio","maximum_longevity_y","yrs","terrestrial","Columba palumbus","Chordata","Aves","Columbiformes","Columbidae","Columba","Columba palumbus","Bird","terrestrial"
"1487","Columbina inca","Columbina inca","Columbiformes","13.3","amphibio","maximum_longevity_y","yrs","terrestrial","Columbina inca","Chordata","Aves","Columbiformes","Columbidae","Columbina","Columbina inca","Bird","terrestrial"
"1489","Columbina passerina","Columbina passerina","Columbiformes","7.2","amphibio","maximum_longevity_y","yrs","terrestrial","Columbina passerina","Chordata","Aves","Columbiformes","Columbidae","Columbina","Columbina passerina","Bird","terrestrial"
"1586","Leptotila verreauxi","Leptotila verreauxi","Columbiformes","8.6","amphibio","maximum_longevity_y","yrs","terrestrial","Leptotila verreauxi","Chordata","Aves","Columbiformes","Columbidae","Leptotila","Leptotila verreauxi","Bird","terrestrial"
"1610","Patagioenas fasciata","Patagioenas fasciata","Columbiformes","29.2","amphibio","maximum_longevity_y","yrs","terrestrial","Patagioenas fasciata","Chordata","Aves","Columbiformes","Columbidae","Patagioenas","Patagioenas fasciata","Bird","terrestrial"
"1683","Streptopelia decaocto","Streptopelia decaocto","Columbiformes","17.9","amphibio","maximum_longevity_y","yrs","terrestrial","Streptopelia decaocto","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","Streptopelia decaocto","Bird","terrestrial"
"1692","Streptopelia turtur","Streptopelia turtur","Columbiformes","13.2","amphibio","maximum_longevity_y","yrs","terrestrial","Streptopelia turtur","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","Streptopelia turtur","Bird","terrestrial"
"1728","Zenaida asiatica","Zenaida asiatica","Columbiformes","25","amphibio","maximum_longevity_y","yrs","terrestrial","Zenaida asiatica","Chordata","Aves","Columbiformes","Columbidae","Zenaida","Zenaida asiatica","Bird","terrestrial"
"1730","Zenaida aurita","Zenaida aurita","Columbiformes","6.333333333","amphibio","maximum_longevity_y","yrs","terrestrial","Zenaida aurita","Chordata","Aves","Columbiformes","Columbidae","Zenaida","Zenaida aurita","Bird","terrestrial"
"1733","Zenaida macroura","Zenaida macroura","Columbiformes","31.33333333","amphibio","maximum_longevity_y","yrs","terrestrial","Zenaida macroura","Chordata","Aves","Columbiformes","Columbidae","Zenaida","Zenaida macroura","Bird","terrestrial"
"1739","Alcedo atthis","Alcedo atthis","Coraciiformes","21","amphibio","maximum_longevity_y","yrs","terrestrial","Alcedo atthis","Chordata","Aves","Coraciiformes","Alcedinidae","Alcedo","Alcedo atthis","Bird","terrestrial"
