"reported_name","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code","ObservationTypeSpecific","Source","Field","DispersalDistance","Code","Unit","Database","Sex"
"Pyrrhula pyrrhula","Pyrrhula pyrrhula","Pyrrhula pyrrhula","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:2494543","natal dispersal",NA,"GeometricMeanNatalDispersal","0.852","MeanDispersalDistance","km","Paradis et al. 2002",NA
"Emberiza citrinella","Emberiza citrinella","Emberiza citrinella","Animalia","Chordata","Aves","Passeriformes","Emberizidae","gbif","GBIF:2491534","natal dispersal",NA,"GeometricMeanNatalDispersal","2.026","MeanDispersalDistance","km","Paradis et al. 2002",NA
"Emberiza schoeniclus","Emberiza schoeniclus","Emberiza schoeniclus","Animalia","Chordata","Aves","Passeriformes","Emberizidae","gbif","GBIF:2491557","natal dispersal",NA,"GeometricMeanNatalDispersal","0.952","MeanDispersalDistance","km","Paradis et al. 2002",NA
"Branta canadensis","Branta canadensis","Branta canadensis","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:5232437","natal dispersal distance","Chu 2021","geom","17.30463428","MeanDispersalDistance","km","Chu 2021",NA
"Progne subis","Progne subis","Progne subis","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:2489129","natal dispersal distance","Chu 2021","geom","7.625358972","MeanDispersalDistance","km","Chu 2021",NA
"Cathartes aura","Cathartes aura","Cathartes aura","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","gbif","GBIF:2481930","natal dispersal distance","Chu 2021","geom","70.59127481","MeanDispersalDistance","km","Chu 2021",NA
"Falco peregrinus","Falco peregrinus","Falco peregrinus","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:2481047","natal dispersal distance","Chu 2021","geom","65.67101597","MeanDispersalDistance","km","Chu 2021",NA
"Sterna dougallii","Sterna dougallii","Sterna dougallii","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:5229249","natal dispersal distance","Chu 2021","geom","9.292658212","MeanDispersalDistance","km","Chu 2021",NA
"Pandion haliaetus","Pandion haliaetus","Pandion haliaetus","Animalia","Chordata","Aves","Accipitriformes","Pandionidae","gbif","GBIF:2480726","natal dispersal distance","Chu 2021","geom","37.53764324","MeanDispersalDistance","km","Chu 2021",NA
"Hydroprogne caspia","Hydroprogne caspia","Hydroprogne caspia","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481236","natal dispersal distance","Chu 2021","geom","90.04903825","MeanDispersalDistance","km","Chu 2021",NA
"Thalasseus maximus","Thalasseus maximus","Thalasseus maximus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:5789281","natal dispersal distance","Chu 2021","geom","80.44756427","MeanDispersalDistance","km","Chu 2021",NA
"Phalacrocorax auritus","Phalacrocorax auritus","Phalacrocorax auritus","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","gbif","GBIF:2481875","natal dispersal distance","Chu 2021","geom","14.79527806","MeanDispersalDistance","km","Chu 2021",NA
"Haliaeetus leucocephalus","Haliaeetus leucocephalus","Haliaeetus leucocephalus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480446","natal dispersal distance","Chu 2021","geom","72.1359416","MeanDispersalDistance","km","Chu 2021",NA
"Cygnus buccinator","Cygnus buccinator","Cygnus buccinator","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498345","natal dispersal distance","Chu 2021","geom","22.63637215","MeanDispersalDistance","km","Chu 2021",NA
"Pelecanus erythrorhynchos","Pelecanus erythrorhynchos","Pelecanus erythrorhynchos","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","gbif","GBIF:5229155","natal dispersal distance","Chu 2021","geom","160.2116375","MeanDispersalDistance","km","Chu 2021",NA
"Tachycineta bicolor","Tachycineta bicolor","Tachycineta bicolor","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:2489181","natal dispersal distance","Chu 2021","geom","22.05775092","MeanDispersalDistance","km","Chu 2021",NA
"Falco sparverius","Falco sparverius","Falco sparverius","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:9685907","natal dispersal distance","Chu 2021","geom","25.44788015","MeanDispersalDistance","km","Chu 2021",NA
"Tyto alba","Tyto alba","Tyto alba","Animalia","Chordata","Aves","Strigiformes","Tytonidae","gbif","GBIF:2497921","natal dispersal distance","Chu 2021","geom","14.06919925","MeanDispersalDistance","km","Chu 2021",NA
"Zenaida macroura","Zenaida macroura","Zenaida macroura","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495347","natal dispersal distance","Chu 2021","geom","6.971215981","MeanDispersalDistance","km","Chu 2021",NA
"Phoebastria nigripes","Phoebastria nigripes","Phoebastria nigripes","Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","gbif","GBIF:2481383","natal dispersal distance","Chu 2021","geom","644.1695452","MeanDispersalDistance","km","Chu 2021",NA
"Sterna hirundo","Sterna hirundo","Sterna hirundo","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:9367409","natal dispersal distance","Chu 2021","geom","33.06606166","MeanDispersalDistance","km","Chu 2021",NA
"Thalasseus sandvicensis","Thalasseus sandvicensis","Thalasseus sandvicensis","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481240","natal dispersal distance","Chu 2021","geom","45.40262525","MeanDispersalDistance","km","Chu 2021",NA
"Larus argentatus","Larus argentatus","Larus argentatus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481139","natal dispersal distance","Chu 2021","geom","13.26851761","MeanDispersalDistance","km","Chu 2021",NA
"Anas platyrhynchos","Anas platyrhynchos","Anas platyrhynchos","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:9761484","natal dispersal distance","Chu 2021","geom","64.38313275","MeanDispersalDistance","km","Chu 2021",NA
"Sternula antillarum","Sternula antillarum","Sternula antillarum","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:5789285","natal dispersal distance","Chu 2021","geom","34.60360209","MeanDispersalDistance","km","Chu 2021",NA
"Sialia sialis","Sialia sialis","Sialia sialis","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490941","natal dispersal distance","Chu 2021","geom","15.03504687","MeanDispersalDistance","km","Chu 2021",NA
"Mycteria americana","Mycteria americana","Mycteria americana","Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae","gbif","GBIF:2481937","natal dispersal distance","Chu 2021","geom","136.0793304","MeanDispersalDistance","km","Chu 2021",NA
"Haematopus palliatus","Haematopus palliatus","Haematopus palliatus","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","gbif","GBIF:2480273","natal dispersal distance","Chu 2021","geom","19.7923902","MeanDispersalDistance","km","Chu 2021",NA
"Sialia currucoides","Sialia currucoides","Sialia currucoides","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490935","natal dispersal distance","Chu 2021","geom","22.44024517","MeanDispersalDistance","km","Chu 2021",NA
"Charadrius melodus","Charadrius melodus","Charadrius melodus","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","gbif","GBIF:2480283","natal dispersal distance","Chu 2021","geom","135.9967719","MeanDispersalDistance","km","Chu 2021",NA
"Buteo jamaicensis","Buteo jamaicensis","Buteo jamaicensis","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480542","natal dispersal distance","Chu 2021","geom","34.21810065","MeanDispersalDistance","km","Chu 2021",NA
"Accipiter cooperii","Accipiter cooperii","Accipiter cooperii","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480621","natal dispersal distance","Chu 2021","geom","17.81284581","MeanDispersalDistance","km","Chu 2021",NA
"Aquila chrysaetos","Aquila chrysaetos","Aquila chrysaetos","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480506","natal dispersal distance","Chu 2021","geom","76.29868117","MeanDispersalDistance","km","Chu 2021",NA
"Athene cunicularia","Athene cunicularia","Athene cunicularia","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:2497240","natal dispersal distance","Chu 2021","geom","7.35806701","MeanDispersalDistance","km","Chu 2021",NA
"Ardea alba","Ardea alba","Ardea alba","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","gbif","GBIF:9752617","natal dispersal distance","Chu 2021","geom","117.358042","MeanDispersalDistance","km","Chu 2021",NA
"Larus marinus","Larus marinus","Larus marinus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481172","natal dispersal distance","Chu 2021","geom","63.44164287","MeanDispersalDistance","km","Chu 2021",NA
"Larus delawarensis","Larus delawarensis","Larus delawarensis","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481134","natal dispersal distance","Chu 2021","geom","44.49501531","MeanDispersalDistance","km","Chu 2021",NA
"Dryobates borealis","Dryobates borealis","Leuconotopicus borealis","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:9046711","natal dispersal distance","Chu 2021","geom","14.21325303","MeanDispersalDistance","km","Chu 2021",NA
"Larus californicus","Larus californicus","Larus californicus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481146","natal dispersal distance","Chu 2021","geom","19.6355419","MeanDispersalDistance","km","Chu 2021",NA
"Antigone canadensis","Antigone canadensis","Grus canadensis","Animalia","Chordata","Aves","Gruiformes","Gruidae","gbif","GBIF:2474953","natal dispersal distance","Chu 2021","geom","22.42600634","MeanDispersalDistance","km","Chu 2021",NA
"Buteo regalis","Buteo regalis","Buteo regalis","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480566","natal dispersal distance","Chu 2021","geom","102.9366906","MeanDispersalDistance","km","Chu 2021",NA
"Sialia mexicana","Sialia mexicana","Sialia mexicana","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490936","natal dispersal distance","Chu 2021","geom","4.214918294","MeanDispersalDistance","km","Chu 2021",NA
"Branta bernicla","Branta bernicla","Branta bernicla","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:5232446","natal dispersal distance","Chu 2021","geom","31.33576872","MeanDispersalDistance","km","Chu 2021",NA
"Accipiter gentilis","Accipiter gentilis","Accipiter gentilis","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480589","natal dispersal distance","Chu 2021","geom","22.02593711","MeanDispersalDistance","km","Chu 2021",NA
"Buteo lineatus","Buteo lineatus","Buteo lineatus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480529","natal dispersal distance","Chu 2021","geom","20.62120478","MeanDispersalDistance","km","Chu 2021",NA
"Strix varia","Strix varia","Strix varia","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:2497541","natal dispersal distance","Chu 2021","geom","6.349398376","MeanDispersalDistance","km","Chu 2021",NA
"Aix sponsa","Aix sponsa","Aix sponsa","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498387","natal dispersal distance","Chu 2021","geom","4.379489004","MeanDispersalDistance","km","Chu 2021",NA
"Myiarchus cinerascens","Myiarchus cinerascens","Myiarchus cinerascens","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","gbif","GBIF:2483600","natal dispersal distance","Chu 2021","geom","9.323680713","MeanDispersalDistance","km","Chu 2021",NA
"Gavia immer","Gavia immer","Gavia immer","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","gbif","GBIF:2481962","natal dispersal distance","Chu 2021","geom","10.42885718","MeanDispersalDistance","km","Chu 2021",NA
"Plegadis falcinellus","Plegadis falcinellus","Plegadis falcinellus","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","gbif","GBIF:2480773","natal dispersal distance","Chu 2021","geom","203.3609194","MeanDispersalDistance","km","Chu 2021",NA
"Nycticorax nycticorax","Nycticorax nycticorax","Nycticorax nycticorax","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","gbif","GBIF:2480863","natal dispersal distance","Chu 2021","geom","6.291541836","MeanDispersalDistance","km","Chu 2021",NA
"Scolopax minor","Scolopax minor","Scolopax minor","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","gbif","GBIF:2481695","natal dispersal distance","Chu 2021","geom","260.2105477","MeanDispersalDistance","km","Chu 2021",NA
"Bubo scandiacus","Bubo scandiacus","Bubo scandiacus","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:5959143","natal dispersal distance","Chu 2021","geom","3.551702989","MeanDispersalDistance","km","Chu 2021",NA
"Hirundo rustica","Hirundo rustica","Hirundo rustica","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:9515886","natal dispersal distance","Chu 2021","geom","16.96486253","MeanDispersalDistance","km","Chu 2021",NA
"Alca torda","Alca torda","Alca torda","Animalia","Chordata","Aves","Charadriiformes","Alcidae","gbif","GBIF:8277073","natal dispersal distance","Chu 2021","geom","477.4643143","MeanDispersalDistance","km","Chu 2021",NA
"Sterna paradisaea","Sterna paradisaea","Sterna paradisaea","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:5229230","natal dispersal distance","Chu 2021","geom","44.50607266","MeanDispersalDistance","km","Chu 2021",NA
"Egretta thula","Egretta thula","Egretta thula","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","gbif","GBIF:2480873","natal dispersal distance","Chu 2021","geom","42.63405736","MeanDispersalDistance","km","Chu 2021",NA
"Buteo swainsoni","Buteo swainsoni","Buteo swainsoni","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480562","natal dispersal distance","Chu 2021","geom","14.74400149","MeanDispersalDistance","km","Chu 2021",NA
"Falco mexicanus","Falco mexicanus","Falco mexicanus","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:2481000","natal dispersal distance","Chu 2021","geom","114.5633132","MeanDispersalDistance","km","Chu 2021",NA
"Falco columbarius","Falco columbarius","Falco columbarius","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:9813242","natal dispersal distance","Chu 2021","geom","10.36598024","MeanDispersalDistance","km","Chu 2021",NA
"Bubo virginianus","Bubo virginianus","Bubo virginianus","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:5959118","natal dispersal distance","Chu 2021","geom","10.25316168","MeanDispersalDistance","km","Chu 2021",NA
"Corvus corax","Corvus corax","Corvus corax","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:2482492","natal dispersal distance","Chu 2021","geom","3.37089957","MeanDispersalDistance","km","Chu 2021",NA
"Sturnus vulgaris","Sturnus vulgaris","Sturnus vulgaris","Animalia","Chordata","Aves","Passeriformes","Sturnidae","gbif","GBIF:9809229","natal dispersal distance","Chu 2021","geom","17.1429715","MeanDispersalDistance","km","Chu 2021",NA
"Passer domesticus","Passer domesticus","Passer domesticus","Animalia","Chordata","Aves","Passeriformes","Passeridae","gbif","GBIF:5231190","natal dispersal distance","Chu 2021","geom","2.778091027","MeanDispersalDistance","km","Chu 2021",NA
"Uria aalge","Uria aalge","Uria aalge","Animalia","Chordata","Aves","Charadriiformes","Alcidae","gbif","GBIF:2481342","natal dispersal distance","Chu 2021","geom","19.10654846","SingleObservation","km","Chu 2021",NA
"Rissa tridactyla","Rissa tridactyla","Rissa tridactyla","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481205","natal dispersal distance","Chu 2021","geom","25.23675863","SingleObservation","km","Chu 2021",NA
"Leucophaeus atricilla","Leucophaeus atricilla","Leucophaeus atricilla","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:6065844","natal dispersal distance","Chu 2021","geom","14.03897896","SingleObservation","km","Chu 2021",NA
"Sterna forsteri","Sterna forsteri","Sterna forsteri","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:5229247","natal dispersal distance","Chu 2021","geom","552.6652553","SingleObservation","km","Chu 2021",NA
"Chlidonias niger","Chlidonias niger","Chlidonias niger","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481119","natal dispersal distance","Chu 2021","geom","68.50798173","SingleObservation","km","Chu 2021",NA
"Morus bassanus","Morus bassanus","Morus bassanus","Animalia","Chordata","Aves","Suliformes","Sulidae","gbif","GBIF:2480964","natal dispersal distance","Chu 2021","geom","2715.280848","SingleObservation","km","Chu 2021",NA
"Mergus merganser","Mergus merganser","Mergus merganser","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:9537647","natal dispersal distance","Chu 2021","geom","0.668806371","SingleObservation","km","Chu 2021",NA
"Anas acuta","Anas acuta","Anas acuta","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498112","natal dispersal distance","Chu 2021","geom","2.541645117","SingleObservation","km","Chu 2021",NA
"Aythya affinis","Aythya affinis","Aythya affinis","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498257","natal dispersal distance","Chu 2021","geom","0.697859425","SingleObservation","km","Chu 2021",NA
"Bucephala clangula","Bucephala clangula","Bucephala clangula","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498326","natal dispersal distance","Chu 2021","geom","1.165930376","SingleObservation","km","Chu 2021",NA
"Somateria spectabilis","Somateria spectabilis","Somateria spectabilis","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498350","natal dispersal distance","Chu 2021","geom","1.324141494","SingleObservation","km","Chu 2021",NA
"Plegadis chihi","Plegadis chihi","Plegadis chihi","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","gbif","GBIF:9375033","natal dispersal distance","Chu 2021","geom","789.3352312","SingleObservation","km","Chu 2021",NA
"Recurvirostra americana","Recurvirostra americana","Recurvirostra americana","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","gbif","GBIF:2480258","natal dispersal distance","Chu 2021","geom","353.9684603","SingleObservation","km","Chu 2021",NA
"Numenius phaeopus","Numenius phaeopus","Numenius phaeopus","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","gbif","GBIF:2481784","natal dispersal distance","Chu 2021","geom","6.909362073","SingleObservation","km","Chu 2021",NA
"Corvus brachyrhynchos","Corvus brachyrhynchos","Corvus brachyrhynchos","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:2482507","natal dispersal distance","Chu 2021","geom","51.76120295","SingleObservation","km","Chu 2021",NA
"Vireo atricapilla","Vireo atricapilla","Vireo atricapilla","Animalia","Chordata","Aves","Passeriformes","Vireonidae","gbif","GBIF:2487438","natal dispersal distance","Chu 2021","geom","4.535889139","SingleObservation","km","Chu 2021",NA
"Campylorhynchus brunneicapillus","Campylorhynchus brunneicapillus","Campylorhynchus brunneicapillus","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","gbif","GBIF:5231474","natal dispersal distance","Chu 2021","geom","0.457560115","SingleObservation","km","Chu 2021",NA
"Troglodytes aedon","Troglodytes aedon","Troglodytes aedon","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","gbif","GBIF:5231459","natal dispersal distance","Chu 2021","geom","147.4331741","SingleObservation","km","Chu 2021",NA
"Sitta pusilla","Sitta pusilla","Sitta pusilla","Animalia","Chordata","Aves","Passeriformes","Sittidae","gbif","GBIF:2484904","natal dispersal distance","Chu 2021","geom","3.532518744","SingleObservation","km","Chu 2021",NA
"Poecile atricapillus","Poecile atricapillus","Poecile atricapillus","Animalia","Chordata","Aves","Passeriformes","Paridae","gbif","GBIF:2487805","natal dispersal distance","Chu 2021","geom","2.996373957","SingleObservation","km","Chu 2021",NA
"Branta canadensis","Branta canadensis","Branta canadensis","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:5232437","natal dispersal distance","Chu 2021","arimean","128.7693721","MeanDispersalDistance","km","Chu 2021",NA
"Progne subis","Progne subis","Progne subis","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:2489129","natal dispersal distance","Chu 2021","arimean","41.14800003","MeanDispersalDistance","km","Chu 2021",NA
"Cathartes aura","Cathartes aura","Cathartes aura","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","gbif","GBIF:2481930","natal dispersal distance","Chu 2021","arimean","169.3865872","MeanDispersalDistance","km","Chu 2021",NA
"Falco peregrinus","Falco peregrinus","Falco peregrinus","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:2481047","natal dispersal distance","Chu 2021","arimean","137.8708179","MeanDispersalDistance","km","Chu 2021",NA
"Sterna dougallii","Sterna dougallii","Sterna dougallii","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:5229249","natal dispersal distance","Chu 2021","arimean","80.63385958","MeanDispersalDistance","km","Chu 2021",NA
"Pandion haliaetus","Pandion haliaetus","Pandion haliaetus","Animalia","Chordata","Aves","Accipitriformes","Pandionidae","gbif","GBIF:2480726","natal dispersal distance","Chu 2021","arimean","126.8169495","MeanDispersalDistance","km","Chu 2021",NA
"Hydroprogne caspia","Hydroprogne caspia","Hydroprogne caspia","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481236","natal dispersal distance","Chu 2021","arimean","240.4220051","MeanDispersalDistance","km","Chu 2021",NA
"Thalasseus maximus","Thalasseus maximus","Thalasseus maximus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:5789281","natal dispersal distance","Chu 2021","arimean","338.2110859","MeanDispersalDistance","km","Chu 2021",NA
"Phalacrocorax auritus","Phalacrocorax auritus","Phalacrocorax auritus","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","gbif","GBIF:2481875","natal dispersal distance","Chu 2021","arimean","109.9590126","MeanDispersalDistance","km","Chu 2021",NA
"Haliaeetus leucocephalus","Haliaeetus leucocephalus","Haliaeetus leucocephalus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480446","natal dispersal distance","Chu 2021","arimean","139.0124832","MeanDispersalDistance","km","Chu 2021",NA
"Cygnus buccinator","Cygnus buccinator","Cygnus buccinator","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498345","natal dispersal distance","Chu 2021","arimean","67.91886146","MeanDispersalDistance","km","Chu 2021",NA
"Pelecanus erythrorhynchos","Pelecanus erythrorhynchos","Pelecanus erythrorhynchos","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","gbif","GBIF:5229155","natal dispersal distance","Chu 2021","arimean","339.1081459","MeanDispersalDistance","km","Chu 2021",NA
"Tachycineta bicolor","Tachycineta bicolor","Tachycineta bicolor","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:2489181","natal dispersal distance","Chu 2021","arimean","67.55954831","MeanDispersalDistance","km","Chu 2021",NA
"Falco sparverius","Falco sparverius","Falco sparverius","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:9685907","natal dispersal distance","Chu 2021","arimean","65.6673505","MeanDispersalDistance","km","Chu 2021",NA
"Tyto alba","Tyto alba","Tyto alba","Animalia","Chordata","Aves","Strigiformes","Tytonidae","gbif","GBIF:2497921","natal dispersal distance","Chu 2021","arimean","34.28741156","MeanDispersalDistance","km","Chu 2021",NA
"Zenaida macroura","Zenaida macroura","Zenaida macroura","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495347","natal dispersal distance","Chu 2021","arimean","11.1826195","MeanDispersalDistance","km","Chu 2021",NA
"Phoebastria nigripes","Phoebastria nigripes","Phoebastria nigripes","Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","gbif","GBIF:2481383","natal dispersal distance","Chu 2021","arimean","791.3950958","MeanDispersalDistance","km","Chu 2021",NA
"Sterna hirundo","Sterna hirundo","Sterna hirundo","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:9367409","natal dispersal distance","Chu 2021","arimean","109.6618706","MeanDispersalDistance","km","Chu 2021",NA
"Thalasseus sandvicensis","Thalasseus sandvicensis","Thalasseus sandvicensis","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481240","natal dispersal distance","Chu 2021","arimean","138.898995","MeanDispersalDistance","km","Chu 2021",NA
"Larus argentatus","Larus argentatus","Larus argentatus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481139","natal dispersal distance","Chu 2021","arimean","46.39684793","MeanDispersalDistance","km","Chu 2021",NA
"Anas platyrhynchos","Anas platyrhynchos","Anas platyrhynchos","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:9761484","natal dispersal distance","Chu 2021","arimean","270.5094065","MeanDispersalDistance","km","Chu 2021",NA
"Sternula antillarum","Sternula antillarum","Sternula antillarum","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:5789285","natal dispersal distance","Chu 2021","arimean","166.6860873","MeanDispersalDistance","km","Chu 2021",NA
"Sialia sialis","Sialia sialis","Sialia sialis","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490941","natal dispersal distance","Chu 2021","arimean","73.18538028","MeanDispersalDistance","km","Chu 2021",NA
"Mycteria americana","Mycteria americana","Mycteria americana","Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae","gbif","GBIF:2481937","natal dispersal distance","Chu 2021","arimean","216.3025324","MeanDispersalDistance","km","Chu 2021",NA
"Haematopus palliatus","Haematopus palliatus","Haematopus palliatus","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","gbif","GBIF:2480273","natal dispersal distance","Chu 2021","arimean","102.6617918","MeanDispersalDistance","km","Chu 2021",NA
"Sialia currucoides","Sialia currucoides","Sialia currucoides","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490935","natal dispersal distance","Chu 2021","arimean","60.26167039","MeanDispersalDistance","km","Chu 2021",NA
"Charadrius melodus","Charadrius melodus","Charadrius melodus","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","gbif","GBIF:2480283","natal dispersal distance","Chu 2021","arimean","247.3165368","MeanDispersalDistance","km","Chu 2021",NA
"Buteo jamaicensis","Buteo jamaicensis","Buteo jamaicensis","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480542","natal dispersal distance","Chu 2021","arimean","200.1409502","MeanDispersalDistance","km","Chu 2021",NA
"Accipiter cooperii","Accipiter cooperii","Accipiter cooperii","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480621","natal dispersal distance","Chu 2021","arimean","57.71831312","MeanDispersalDistance","km","Chu 2021",NA
"Aquila chrysaetos","Aquila chrysaetos","Aquila chrysaetos","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480506","natal dispersal distance","Chu 2021","arimean","185.3649024","MeanDispersalDistance","km","Chu 2021",NA
"Athene cunicularia","Athene cunicularia","Athene cunicularia","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:2497240","natal dispersal distance","Chu 2021","arimean","109.6209029","MeanDispersalDistance","km","Chu 2021",NA
"Ardea alba","Ardea alba","Ardea alba","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","gbif","GBIF:9752617","natal dispersal distance","Chu 2021","arimean","313.9587074","MeanDispersalDistance","km","Chu 2021",NA
"Larus marinus","Larus marinus","Larus marinus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481172","natal dispersal distance","Chu 2021","arimean","192.3472204","MeanDispersalDistance","km","Chu 2021",NA
