"Genus","reported_name_fixed","Hemisphere","Ecosystem","Gradient","Position","ShiftR","EleVeloT","LatVeloT","Unit","BaselineT","HFI","PrAb","Sampling","Grain","Signif","Quality","Ntaxa","Start","Area","LifeForm","Reference","Source","n_cl","n_sp","reported_name","scientificName","kingdom.x","phylum.x","class.x","order.x","family.x","db","db_code","START","END","DUR","kingdom.y","phylum.y","class.y","order.y","family.y","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","group","type","ObservationTypeGeneral","DispersalDistanceKm","MaxDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","DispersalPotentialKmY","DispersalPotentialmY","DispersalDistancem","annual_dispersal_pot","climate_velocity","ShiftKmY","ClimVeloTKmY","AnnualDispPotKmY"
"Phylloscopus","Phylloscopus trochilus","North","Terrestrial","Elevation","Centroid",2.5,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",9996,6912,"Phylloscopus trochilus","Phylloscopus trochilus","Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","gbif","GBIF:2493052",1984,2011,28,"Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",112000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",112,112,364.234,1,112,112000,112000,112000,6.362867786,0.0025,0.006362867786,112
"Turdus","Turdus merula","North","Terrestrial","Elevation","Centroid",3.3,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10000,8581,"Turdus merula","Turdus merula","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490719",1984,2011,28,"Animalia","Chordata","Aves","Passeriformes","Turdidae","natal dispersal","Allen and Nice (1952), Greenwood and Harvey (1977)","Natal_dispersal_maximum_distance_(km)",355,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",355,355,364.234,1,355,355000,355000,355000,6.362867786,0.0033,0.006362867786,355
"Alauda","Alauda arvensis","North","Terrestrial","Elevation","Centroid",4.6,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10002,6918,"Alauda arvensis","Alauda arvensis","Animalia","Chordata","Aves","Passeriformes","Alaudidae","gbif","GBIF:8077224",1984,2011,28,"Animalia","Chordata","Aves","Passeriformes","Alaudidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",51700,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",51.7,51.7,364.234,1,51.7,51700,51700,51700,6.362867786,0.0046,0.006362867786,51.7
"Motacilla","Motacilla cinerea","North","Terrestrial","Elevation","Centroid",0.1,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10004,8013,"Motacilla cinerea","Motacilla cinerea","Animalia","Chordata","Aves","Passeriformes","Motacillidae","gbif","GBIF:2490310",1984,2011,28,"Animalia","Chordata","Aves","Passeriformes","Motacillidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",85600,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",85.6,85.6,365,1,85.6,85600,85600,85600,6.362867786,1e-04,0.006362867786,85.6
"Carduelis","Carduelis cannabina","North","Terrestrial","Elevation","Centroid",7.9,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10007,6923,"Carduelis cannabina","Linaria cannabina","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:8104397",1984,2011,28,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",22000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",22,22,364.234,1,22,22000,22000,22000,6.362867786,0.0079,0.006362867786,22
"Troglodytes","Troglodytes troglodytes","North","Terrestrial","Elevation","Centroid",0.6,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10008,6924,"Troglodytes troglodytes","Troglodytes troglodytes","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","gbif","GBIF:5231438",1984,2011,28,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",38300,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",38.3,38.3,364.234,1,38.3,38300,38300,38300,6.362867786,6e-04,0.006362867786,38.3
"Phoenicurus","Phoenicurus phoenicurus","North","Terrestrial","Elevation","Centroid",0.4,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10012,6928,"Phoenicurus phoenicurus","Phoenicurus phoenicurus","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","gbif","GBIF:5739317",1984,2011,28,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",36000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",36,36,364.234,1,36,36000,36000,36000,6.362867786,4e-04,0.006362867786,36
"Columba","Columba palumbus","North","Terrestrial","Elevation","Centroid",2.5,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10013,6929,"Columba palumbus","Columba palumbus","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495455",1984,2011,28,"Animalia","Chordata","Aves","Columbiformes","Columbidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",150000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",150,150,364.234,1,150,150000,150000,150000,6.362867786,0.0025,0.006362867786,150
"Sylvia","Sylvia atricapilla","North","Terrestrial","Elevation","Centroid",5.2,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10015,6931,"Sylvia atricapilla","Sylvia atricapilla","Animalia","Chordata","Aves","Passeriformes","Sylviidae","gbif","GBIF:2492956",1984,2011,28,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",117000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",117,117,364.234,1,117,117000,117000,117000,6.362867786,0.0052,0.006362867786,117
"Sylvia","Sylvia curruca","North","Terrestrial","Elevation","Centroid",7.6,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10017,8026,"Sylvia curruca","Sylvia curruca","Animalia","Chordata","Aves","Passeriformes","Sylviidae","gbif","GBIF:2492960",1984,2011,28,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",80900,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",80.9,80.9,364.234,1,80.9,80900,80900,80900,6.362867786,0.0076,0.006362867786,80.9
"Ficedula","Ficedula hypoleuca","North","Terrestrial","Elevation","Centroid",1.9,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10023,6575,"Ficedula hypoleuca","Ficedula hypoleuca","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","gbif","GBIF:2492606",1984,2011,28,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae","natal dispersal","Berndt and Sternberg (1968), Pärt (1990)","Natal_dispersal_maximum_distance_(km)",75,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",75,75,365,1,75,75000,75000,75000,6.362867786,0.0019,0.006362867786,75
"Prunella","Prunella modularis","North","Terrestrial","Elevation","Centroid",1.1,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10026,6578,"Prunella modularis","Prunella modularis","Animalia","Chordata","Aves","Passeriformes","Prunellidae","gbif","GBIF:5231763",1984,2011,28,"Animalia","Chordata","Aves","Passeriformes","Prunellidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",18000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",18,18,364.234,1,18,18000,18000,18000,6.362867786,0.0011,0.006362867786,18
"Motacilla","Motacilla alba","North","Terrestrial","Elevation","Centroid",10,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10027,6579,"Motacilla alba","Motacilla alba","Animalia","Chordata","Aves","Passeriformes","Motacillidae","gbif","GBIF:9687165",1984,2011,28,"Animalia","Chordata","Aves","Passeriformes","Motacillidae","natal dispersal","Badyaev et al. (1996)","Natal_dispersal_maximum_distance_(km)",100,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",100,100,364.234,1,100,1e+05,1e+05,1e+05,6.362867786,0.01,0.006362867786,100
"Garrulus","Garrulus glandarius","North","Terrestrial","Elevation","Centroid",2.3,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10029,6581,"Garrulus glandarius","Garrulus glandarius","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:5229493",1984,2011,28,"Animalia","Chordata","Aves","Passeriformes","Corvidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",19000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",19,19,364.234,1,19,19000,19000,19000,6.362867786,0.0023,0.006362867786,19
"Acanthis","Acanthis flammea","North","Terrestrial","Elevation","Centroid",0.7,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10033,7314,"Acanthis flammea","Acanthis flammea","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:5231630",1984,2011,28,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",84700,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",84.7,84.7,364.234,1,84.7,84700,84700,84700,6.362867786,7e-04,0.006362867786,84.7
"Emberiza","Emberiza citrinella","North","Terrestrial","Elevation","Centroid",0.6,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10035,6952,"Emberiza citrinella","Emberiza citrinella","Animalia","Chordata","Aves","Passeriformes","Emberizidae","gbif","GBIF:2491534",1984,2011,28,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",36000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",36,36,364.234,1,36,36000,36000,36000,6.362867786,6e-04,0.006362867786,36
"Streptopelia","Streptopelia turtur","North","Terrestrial","Elevation","Centroid",6.1,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10036,6953,"Streptopelia turtur","Streptopelia turtur","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495708",1984,2011,28,"Animalia","Chordata","Aves","Columbiformes","Columbidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",30400,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",30.4,30.4,364.234,1,30.4,30400,30400,30400,6.362867786,0.0061,0.006362867786,30.4
"Sylvia","Sylvia communis","North","Terrestrial","Elevation","Centroid",4.4,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10040,7685,"Sylvia communis","Sylvia communis","Animalia","Chordata","Aves","Passeriformes","Sylviidae","gbif","GBIF:2492943",1984,2011,28,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",52400,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",52.4,52.4,364.234,1,52.4,52400,52400,52400,6.362867786,0.0044,0.006362867786,52.4
"Turdus","Turdus philomelos","North","Terrestrial","Elevation","Centroid",0.4,6.362867786,NA,"m/year",7.50278,0.384140502620352,"ABUND","CONT","FINE","NO","RESURVEYED",50,1984,0.544372788,"endo",143,"A142_P1",10044,7690,"Turdus philomelos","Turdus philomelos","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:7901064",1984,2011,28,"Animalia","Chordata","Aves","Passeriformes","Turdidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",50200,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",50.2,50.2,364.234,1,50.2,50200,50200,50200,6.362867786,4e-04,0.006362867786,50.2
"Parus","Parus major","North","Terrestrial","Latitudinal","Centroid",1.864023598,NA,2.348406553,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","NO","RESURVEYED",128,1970,62.40516305,"endo",144,"A143_P1",10047,7692,"Parus major","Parus major","Animalia","Chordata","Aves","Passeriformes","Paridae","gbif","GBIF:9705453",1979.5,2006,27.5,"Animalia","Chordata","Aves","Passeriformes","Paridae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",41100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",41.1,41.1,365,1,41.1,41100,41100,41.1,2.348406553,1.864023598,2.348406553,41.1
"Delichon","Delichon urbicum","North","Terrestrial","Latitudinal","Centroid",3.611107449,NA,2.348406553,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","NO","RESURVEYED",128,1970,62.40516305,"endo",144,"A143_P1",10048,7329,"Delichon urbicum","Delichon urbicum","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:2489214",1979.5,2006,27.5,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",34800,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",34.8,34.8,365,1,34.8,34800,34800,34.8,2.348406553,3.611107449,2.348406553,34.8
"Accipiter","Accipiter gentilis","North","Terrestrial","Latitudinal","Centroid",1.118895845,NA,2.348406553,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","NO","RESURVEYED",128,1970,62.40516305,"endo",144,"A143_P1",10051,7332,"Accipiter gentilis","Accipiter gentilis","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480589",1979.5,2006,27.5,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","natal dispersal","Marcström and Kenward (1981), Mueller and Berger (1967)","Natal_dispersal_maximum_distance_(km)",1150,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",1150,1150,365,1,1150,1150000,1150000,1150,2.348406553,1.118895845,2.348406553,1150
"Hirundo","Hirundo rustica","North","Terrestrial","Latitudinal","Centroid",0.027130821,NA,2.348406553,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","NO","RESURVEYED",128,1970,62.40516305,"endo",144,"A143_P1",10052,6969,"Hirundo rustica","Hirundo rustica","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:9515886",1979.5,2006,27.5,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",70900,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",70.9,70.9,365,1,70.9,70900,70900,70.9,2.348406553,0.027130821,2.348406553,70.9
"Falco","Falco columbarius","North","Terrestrial","Latitudinal","Centroid",6.753437675,NA,2.348406553,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","NO","RESURVEYED",128,1970,62.40516305,"endo",144,"A143_P1",10053,7334,"Falco columbarius","Falco columbarius","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:9813242",1979.5,2006,27.5,"Animalia","Chordata","Aves","Falconiformes","Falconidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",81100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",81.1,81.1,365,1,81.1,81100,81100,81.1,2.348406553,6.753437675,2.348406553,81.1
"Carduelis","Carduelis chloris","North","Terrestrial","Latitudinal","Centroid",3.729531658,NA,2.348406553,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","NO","RESURVEYED",128,1970,62.40516305,"endo",144,"A143_P1",10056,7337,"Carduelis chloris","Chloris chloris","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:11212714",1979.5,2006,27.5,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","natal dispersal","Greenwood and Harvey (1977)","Natal_dispersal_maximum_distance_(km)",150,"MaxDispersalDistance","km","Sutherland (birds)","m","Plants","Max","natal dispersal",150,150,364.234,1,150,150000,150000,150,2.348406553,3.729531658,2.348406553,150
"Acanthis","Acanthis flammea","North","Terrestrial","Latitudinal","Centroid",2.607235579,NA,2.348406553,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","NO","RESURVEYED",128,1970,62.40516305,"endo",144,"A143_P1",10059,7704,"Acanthis flammea","Acanthis flammea","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:5231630",1979.5,2006,27.5,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",84700,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",84.7,84.7,364.234,1,84.7,84700,84700,84.7,2.348406553,2.607235579,2.348406553,84.7
"Accipiter","Accipiter nisus","North","Terrestrial","Latitudinal","Centroid",0.94404706,NA,2.348406553,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","NO","RESURVEYED",128,1970,62.40516305,"endo",144,"A143_P1",10060,7341,"Accipiter nisus","Accipiter nisus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480637",1979.5,2006,27.5,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",166000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",166,166,365,1,166,166000,166000,166,2.348406553,0.94404706,2.348406553,166
"Fringilla","Fringilla coelebs","North","Terrestrial","Latitudinal","Centroid",1.257311789,NA,2.348406553,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","NO","RESURVEYED",128,1970,62.40516305,"endo",144,"A143_P1",10065,7710,"Fringilla coelebs","Fringilla coelebs","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:2494422",1979.5,2006,27.5,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",22600,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",22.6,22.6,364.234,1,22.6,22600,22600,22.6,2.348406553,1.257311789,2.348406553,22.6
"Lagopus","Lagopus lagopus","North","Terrestrial","Latitudinal","Centroid",1.979521002,NA,2.348406553,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","NO","RESURVEYED",128,1970,62.40516305,"endo",144,"A143_P1",10067,7956,"Lagopus lagopus","Lagopus lagopus","Animalia","Chordata","Aves","Galliformes","Phasianidae","gbif","GBIF:2473421",1979.5,2006,27.5,"Animalia","Chordata","Aves","Galliformes","Phasianidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",7500,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",7.5,7.5,364.234,1,7.5,7500,7500,7.5,2.348406553,1.979521002,2.348406553,7.5
"Acrocephalus","Acrocephalus schoenobaenus","North","Terrestrial","Latitudinal","Centroid",0.135312236,NA,2.348406553,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","NO","RESURVEYED",128,1970,62.40516305,"endo",144,"A143_P1",10069,8322,"Acrocephalus schoenobaenus","Acrocephalus schoenobaenus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","gbif","GBIF:2493129",1979.5,2006,27.5,"Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",156000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",156,156,364.234,1,156,156000,156000,156,2.348406553,0.135312236,2.348406553,156
